drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (~4-28 days), and cases usually occur within three months of dosing; therefore, if the patient has previously used oxcarbazepine consistently for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of oxcarbazepine in the future.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are HLA-B*15:02 positive are at increased risk of developing Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) when treated with oxcarbazepine. Therefore, oxcarbazepine should be avoided in HLA-B*15:02 positive patients, and alternative therapies should be considered. If oxcarbazepine is deemed necessary, close monitoring for signs of SJS/TEN is recommended, especially during the initial treatment period.	0.13998261	0.15458441	0.1497536	-0.109937385	0.25799695	0.04903698	tensor(-0.1034)	tensor(0.3999)	tensor(0.1019)	0.7003448924999174	0.6025366139261704	0.5472377564472066	0.57153517	0.60330695	0.57381165	0.5845797	0.5057353	0.5987657	0.6326809	0.45837295	0.55886954	0.5787019	0.5969428	0.54892606	0
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are HLA-B*15:02 negative can safely take oxcarbazepine, as they are not at increased risk of Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (TEN), which are severe cutaneous adverse reactions associated with HLA-B*15:02 positivity. No specific dosage adjustments or alternative medications are recommended for HLA-B*15:02 negative individuals taking oxcarbazepine. However, it is still important to monitor patients for signs of hypersensitivity reactions, as they can occur regardless of HLA-B*15:02 status.	-0.19243658	0.36607164	0.026313204	-0.16529512	0.3479241	0.040822163	tensor(-0.1841)	tensor(0.3914)	tensor(0.0401)	0.6361563564569537	0.6343805055016342	0.7788660104160574	0.5336602	0.62592185	0.78823286	0.55816483	0.63238055	0.89219457	0.47861144	0.51428235	0.8279687	0.6144444	0.59399813	0.80462366	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	For individuals who are HLA-B*15:02 negative, the clinical guidance is that they can safely take oxcarbazepine without an increased risk of Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (TEN), severe cutaneous adverse reactions associated with HLA-B*15:02 positivity. No specific dosage adjustment or monitoring is required for HLA-B*15:02 negative individuals taking oxcarbazepine. The standard therapeutic regimen and monitoring for oxcarbazepine can be followed in these individuals.	-0.11218231	0.3968223	0.09462114	-0.09097064	0.34130988	0.09102852	tensor(-0.1003)	tensor(0.3736)	tensor(0.0954)	0.6310409000855803	0.6369368089639593	0.7788660104160574	0.53125876	0.67418826	0.78823286	0.56432736	0.6415046	0.89219457	0.48546797	0.50979644	0.8279687	0.60349816	0.58533	0.80462366	1
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	For individuals who are ultrarapid metabolizers of CYP2C19, the clinical guidance suggests that they may require higher doses of pantoprazole to achieve optimal therapeutic response, as they may metabolize the drug more quickly. However, the optimal dose adjustment has not been established, and close monitoring of response and potential adverse effects is recommended. Additionally, alternative proton pump inhibitors that are not affected by CYP2C19, such as rabeprazole or lansoprazole, may be considered.	-0.10415099	0.13949083	0.007813939	-0.07977011	0.35195324	0.10232536	tensor(-0.0436)	tensor(0.3332)	tensor(0.1092)	0.39935483130620497	0.692371026029383	0.3810550288730285	0.52977544	0.6478724	0.5056187	0.3968281	0.56371033	0.5532805	0.42107955	0.562805	0.47421473	0.402568	0.70353776	0.37573257	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are likely poor metabolizers (PMs) for CYP2C19 may require higher doses of pantoprazole, a proton pump inhibitor, to achieve therapeutic efficacy. However, the optimal dosing strategy for CYP2C19 PMs has not been established, and close monitoring of response and potential adverse effects is recommended. Additionally, alternative proton pump inhibitors that are not metabolized by CYP2C19, such as rabeprazole or lansoprazole, may be considered in CYP2C19 PMs.	-0.14418358	0.07933149	-0.040599808	-0.14368154	0.30684644	0.04298673	tensor(-0.1093)	tensor(0.2917)	tensor(0.0494)	0.35543652932907405	0.6448326940276454	0.4206355504109669	0.39942566	0.52404636	0.42378712	0.30406553	0.46986997	0.5355277	0.35347685	0.5127255	0.42420053	0.3887812	0.6205835	0.42951134	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are intermediate metabolizers (IMs) for CYP2C19 may require a dose adjustment for proton pump inhibitors (PPIs) like pantoprazole. IMs may have higher pantoprazole concentrations due to reduced metabolism, which could increase the risk of adverse effects. Therefore, clinicians should consider initiating therapy with a lower dose and monitoring the patient's response to pantoprazole, with potential upward titration as needed and tolerated.	-0.07313598	0.13598484	0.024993211	-0.061800748	0.43999895	0.14438686	tensor(-0.0690)	tensor(0.3561)	tensor(0.1110)	0.40926486737204376	0.6851060820052306	0.4206355504109669	0.3770832	0.5701956	0.42378712	0.3426667	0.49711126	0.5355277	0.42359236	0.534273	0.42420053	0.48907652	0.7046882	0.42951134	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	No recommendation	['Avoid pantoprazole. Take an alternate therapy.', 'Take pantoprazole with a reduced dose.', 'Take pantoprazole with an increased dose.']	Proceed taking pantoprazole as normal. There is no recommendation.	Based on current clinical guidelines, an individual who is indeterminate for CYP2C19, which is responsible for metabolizing pantoprazole, may not require dosage adjustments. However, close monitoring of therapeutic response and potential adverse effects is recommended, as the indeterminate genotype may affect pantoprazole's efficacy and tolerability. Additionally, alternative proton pump inhibitors not metabolized by CYP2C19, such as rabeprazole or lansoprazole, could be considered if necessary.	-0.29263312	-0.014940593	-0.16981637	-0.046033308	0.21215872	0.07220993	tensor(-0.0536)	tensor(0.3034)	tensor(0.1024)	0.2657365027300071	0.6503543858481555	0.25398627898560994	0.17441638	0.63307387	0.23273724	0.050495848	0.6287219	0.12085304	-0.030145328	0.5923847	0.11063561	0.2761258	0.57462823	0.45487145	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	['Proceed taking paromomycin as normal. There is no recommendation.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Avoid paromomycin. Take an alternate therapy.	For individuals with the MT-RNR1 mutation, which confers an increased risk of aminoglycoside-induced hearing loss, clinical guidance recommends avoiding or exercising extreme caution when considering treatment with paromomycin, an aminoglycoside antibiotic. Alternative antibiotics should be considered whenever possible, and if paromomycin is deemed necessary, patients should be closely monitored for ototoxicity and hearing loss. Additionally, audiometric testing may be warranted prior to and during treatment to detect early signs of hearing loss.	0.069076546	0.16778159	0.11909751	-0.043754965	0.40064934	0.14362486	tensor(-0.0518)	tensor(0.3672)	tensor(0.1084)	0.6834379810645774	0.6453447032914111	0.4390956109579199	0.7559332	0.6460312	0.58393806	0.70507467	0.62672883	0.50874466	0.7850899	0.5005768	0.46796888	0.6639416	0.66225415	0.531438	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Proceed taking paromomycin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with a normal risk of aminoglycoside-induced hearing loss, who are homozygous for the wild-type allele (MT-RNR1 *1/*1) or heterozygous (MT-RNR1 *1/*1555), do not require special consideration or dose adjustment when taking paromomycin. However, it is still essential to monitor for signs of ototoxicity, as paromomycin can cause hearing loss in any individual, regardless of their MT-RNR1 genotype. Regular audiometric monitoring and prompt discontinuation of paromomycin if hearing loss or tinnitus occur are recommended.	-0.07592908	0.18032312	0.041293252	-0.12422553	0.3038711	0.05546097	tensor(-0.1423)	tensor(0.3390)	tensor(0.0518)	0.5818932580264454	0.6037332622845182	0.48321734635695385	0.49588668	0.3076795	0.54317784	0.5880798	0.6111452	0.55598813	0.6540142	0.49384612	0.5189444	0.57260025	0.5827959	0.59631217	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Proceed taking paromomycin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with the MT-RNR1 variant (1555A>G or 1494C>T) are at increased risk of aminoglycoside-induced hearing loss. However, paromomycin is not typically associated with hearing loss, and CPIC recommends no specific action or caution for paromomycin use in individuals with MT-RNR1 variants. Nonetheless, clinicians should still exercise caution and monitor for ototoxicity, especially if the patient has a history of hearing loss or other risk factors.	-0.07356863	0.12343793	0.019520575	-0.10620824	0.2861622	0.06154168	tensor(-0.1234)	tensor(0.3095)	tensor(0.0579)	0.5225427902938709	0.5689187914228618	0.48321734635695385	0.4421523	0.52243453	0.54317784	0.5687991	0.5540974	0.55598813	0.6286707	0.49048477	0.5189444	0.5141046	0.53874284	0.59631217	0
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6.	['Proceed taking paroxetine as normal. There is no recommendation.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']	Avoid paroxetine. Take an alternate therapy.	For an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score ≥6.0, the clinical guidance for taking paroxetine is to exercise caution and consider alternative selective serotonin reuptake inhibitors (SSRIs) due to the potential for reduced therapeutic efficacy and increased risk of treatment failure. This is because paroxetine is a CYP2D6 substrate and UM individuals may metabolize it too quickly, leading to subtherapeutic levels. Close monitoring of treatment response and consideration of alternative therapies may be necessary to ensure optimal treatment outcomes.	-0.08467382	0.2964187	0.079526275	-0.11393484	0.3533228	0.07920249	tensor(-0.1458)	tensor(0.2958)	tensor(0.0351)	0.49239781784645914	0.6393939980887902	0.35736980874923496	0.55531126	0.5931584	0.46759406	0.6160944	0.64243734	0.30278403	0.6108494	0.6627398	0.36861268	0.5599361	0.6826047	0.48488787	0
