drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy."	"['Proceed taking dexlansoprazole as normal. There is no recommendation.', 'Avoid dexlansoprazole. Take an alternate therapy.']"	Take dexlansoprazole with an altered dose.	"For individuals identified as Likely Poor Metabolizers for CYP2C19, no dosage adjustment for dexlansoprazole is typically necessary. Dexlansoprazole is metabolized via multiple pathways, including CYP2C19, but poor metabolizer status has not been shown to significantly affect the drug’s efficacy or safety profile. Thus, standard dosing recommendations generally apply."	-0.09637135	0.09946026	-0.0038695063	tensor(0.0016)	tensor(0.3614)	tensor(0.1529)	0.3574379240465580	0.661388664894483	0.42714149472543400	0.27614048	0.42945415	0.4377094	0.42701462	0.50813717	0.5257376	0.4009902	0.5685002	0.44189915	0.3997593	0.63793975	0.40391704	0
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	"['Proceed taking dexlansoprazole as normal. There is no recommendation.', 'Avoid dexlansoprazole. Take an alternate therapy.']"	Take dexlansoprazole with an altered dose.	"For individuals who are ultrarapid metabolizers of CYP2C19, standard doses of dexlansoprazole may still be effective. This is because dexlansoprazole, a proton pump inhibitor, is less affected by CYP2C19 metabolism compared to some other medications in its class. However, clinicians should monitor the patient's response to ensure adequate therapeutic effect and adjust the dosage if necessary."	-0.12445952	0.1412855	-0.0039544986	tensor(-0.0195)	tensor(0.3703)	tensor(0.1491)	0.3824580328165330	0.6684993630075080	0.4190311347285450	0.42886385	0.55281234	0.51334107	0.43831432	0.5862492	0.5667941	0.39708194	0.5732513	0.4981389	0.32546446	0.6427263	0.383801	0
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	No recommendation	"['Avoid dexlansoprazole. Take an alternate therapy.', 'Take dexlansoprazole with a reduced dose.', 'Take dexlansoprazole with an increased dose.']"	Proceed taking dexlansoprazole as normal. There is no recommendation.	"For individuals who are Indeterminate for CYP2C19 when considering dexlansoprazole treatment, it is recommended to follow the standard dosing guidelines. The indeterminate status suggests that there is insufficient genetic information to predict the enzyme activity confidently. Therefore, standard dosing is appropriate unless further clinical factors or detailed genetic information suggest otherwise."	-0.20453697	0.02519388	-0.098952174	tensor(-0.0137)	tensor(0.4242)	tensor(0.1721)	0.3062055081563630	0.6704505784780820	0.27774156674259900	0.17483361	0.61587435	0.2127639	0.09837468	0.6276875	0.11258603	0.0011775158	0.5453848	0.100801915	0.3091134	0.644376	0.4491609	0
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	"['Proceed taking dibekacin as normal. There is no recommendation.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']"	Avoid dibekacin. Take an alternate therapy.	"For individuals at increased risk of aminoglycoside-induced hearing loss due to MT-RNR1 genetic variants, alternative antibiotics should be considered to avoid the associated ototoxicity. Since dibekacin is an aminoglycoside, it is advisable to avoid its use in these patients to prevent potential hearing loss. It's crucial to consult with a healthcare professional for appropriate antibiotic selection and management."	0.09798229	0.13936225	0.12092835	tensor(-0.1002)	tensor(0.2638)	tensor(0.0363)	0.7086714455537260	0.36453207251415200	0.29113802833973200	0.66057324	0.3955099	0.51720965	0.6948376	0.40002725	0.37425783	0.73479944	0.4128298	0.412967	0.5811059	0.46964806	0.46054223	1
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid dibekacin. Take an alternate therapy.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']"	Proceed taking dibekacin as normal. There is no recommendation.	"For individuals with a normal risk of aminoglycoside-induced hearing loss based on their MT-RNR1 genotype, there are no specific genotype-based restrictions on the use of dibekacin, an aminoglycoside antibiotic. Standard clinical practices indicate that routine monitoring for signs of ototoxicity and renal function should be followed during therapy to mitigate potential side effects."	0.06323986	0.19503367	0.12829515	tensor(-0.0432)	tensor(0.3586)	tensor(0.1293)	0.6010145687230560	0.44115521489584700	0.34441559903633600	0.65539944	0.5163078	0.4988395	0.6846191	0.5264159	0.43198147	0.7140906	0.49714887	0.45650932	0.6045218	0.46579206	0.51453567	0
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid dibekacin. Take an alternate therapy.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']"	Proceed taking dibekacin as normal. There is no recommendation.	"For individuals at uncertain risk of aminoglycoside-induced hearing loss due to MT-RNR1 variations, it is advisable to seek genetic testing to ascertain their susceptibility. The clinical guideline would recommend avoiding aminoglycosides like dibekacin if a pathogenic MT-RNR1 variant is identified due to the high risk of ototoxicity. Consulting a genetic counselor or specialist in pharmacogenomics for personalized risk assessment and alternative treatments is also suggested."	-0.007686659	0.14638548	0.06720647	tensor(-0.0842)	tensor(0.4520)	tensor(0.1323)	0.5986132553900010	0.32921721578391400	0.34441559903633600	0.49726415	0.44987655	0.4988395	0.58435863	0.40366566	0.43198147	0.6481127	0.3680662	0.45650932	0.65054536	0.42255762	0.51453567	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']"	Proceed taking dimercaprol as normal. There is no recommendation.	"For a patient with normal G6PD levels, the clinical guidance indicates that dimercaprol can be administered without heightened risk of hemolysis related to G6PD deficiency. This is because the normal G6PD activity ensures adequate protection of red blood cells against oxidative stress induced by dimercaprol. However, monitoring for general side effects and overall patient response is still recommended."	-0.07253151	0.13921131	0.026684392	tensor(-0.1228)	tensor(0.2931)	tensor(0.0527)	0.5946122249649220	0.6812252410710010	0.3795383134150190	0.5413374	0.60117817	0.32292318	0.481241	0.67356217	0.27374294	0.40976575	0.535952	0.114939235	0.5575205	0.5654657	0.38091448	1
dimercaprol	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']"	Proceed taking dimercaprol as normal. There is no recommendation.	"For a patient with indeterminate G6PD status, use of dimercaprol should be approached with caution. G6PD deficiency can increase the risk of hemolysis when exposed to oxidative agents such as dimercaprol. Hence, it's advisable to confirm G6PD status before administration and consider alternative treatments if possible."	0.09057243	0.28710595	0.18399657	tensor(-0.0312)	tensor(0.3944)	tensor(0.1499)	0.6298601371897280	0.6714089951534450	0.38006521897235600	0.5651489	0.66340405	0.34927732	0.5932602	0.7281126	0.3710474	0.5062689	0.6023083	0.16605222	0.59018254	0.58876073	0.43853614	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended"	"['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']"	Proceed taking dimercaprol as normal. There is no recommendation.	"For individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, particularly those with chronic nonspherocytic hemolytic anemia (CNSHA), the use of dimercaprol is contraindicated. This is due to the increased risk of hemolysis, which can lead to severe anemia and other related complications. Clinical guidance would advise avoiding dimercaprol and considering alternative chelation therapies that are safer for individuals with G6PD deficiency."	-0.039064605	0.13878405	0.04604556	tensor(-0.1102)	tensor(0.3809)	tensor(0.0909)	0.4820934332786260	0.6324605088520700	0.4810664052955650	0.5406502	0.61023116	0.5438092	0.5515281	0.599101	0.49818894	0.45423377	0.5378324	0.33236513	0.54420453	0.54988724	0.5197642	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	"['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']"	Proceed taking dimercaprol as normal. There is no recommendation.	"In individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD), the use of dimercaprol should be approached with caution or potentially avoided. G6PD deficiency can make patients more susceptible to hemolysis (destruction of red blood cells) when exposed to oxidative drugs, like dimercaprol. Clinicians should consider alternative chelation therapies or carefully monitor for signs of hemolysis if dimercaprol use is deemed necessary."	-0.073484346	0.1310377	0.022736775	tensor(-0.0821)	tensor(0.3497)	tensor(0.0999)	0.5733244482875900	0.6099268927816410	0.42762257653878700	0.6148786	0.6025296	0.4823958	0.635669	0.6491325	0.44676057	0.54306144	0.5207159	0.322733	0.5130927	0.47478542	0.44501558	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.25 for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	"Consider alternative drug not metabolized by CYP2C19; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."	"['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']"	Avoid doxepin. Take an alternate therapy.	"For a patient who is an intermediate metabolizer with an activity score of 0.25 for CYP2D6 and a rapid metabolizer for CYP2C19, it would be advisable to proceed with caution when prescribing doxepin. Given the reduced function of CYP2D6, which is integral in the metabolism of doxepin, starting at a lower dose and carefully titrating upwards while monitoring for efficacy and adverse effects is recommended. The rapid metabolism via CYP2C19 is less critical for doxepin specifically but still warrants consideration in the overall pharmacokinetic profile."	0.13144521	0.23927763	0.185576	tensor(-0.1045)	tensor(0.4321)	tensor(0.1114)	0.7941406967959800	0.6036996911866190	0.7011422112226700	0.77270776	0.59666824	0.6517085	0.8433307	0.65886766	0.66101384	0.8078695	0.5849979	0.6373031	0.6814234	0.58105934	0.6283634	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.75 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	"['Proceed taking doxepin as normal. There is no recommendation.', 'Avoid doxepin. Take an alternate therapy.']"	Take doxepin with an altered dose.	"For an individual who is an intermediate metabolizer with an activity score of 0.75 for CYP2D6 and a normal metabolizer for CYP2C19, caution is advised when prescribing doxepin. Doxepin is primarily metabolized by CYP2D6, so reduced CYP2D6 activity could lead to higher plasma concentrations and an increased risk of side effects. A lower initial dose and careful titration may be needed, with close monitoring for efficacy and adverse effects."	-0.03319201	0.23184797	0.08788585	tensor(-0.0613)	tensor(0.3498)	tensor(0.1140)	0.5114269807947510	0.7040135694210900	0.44005762710218800	0.51472247	0.5518632	0.30628258	0.5643424	0.5327292	0.41851646	0.51650256	0.55901617	0.40561783	0.59187484	0.6641613	0.5770765	0
